Target,Target_Namespace,Target_Type,Target_Method,Job_Id,Job_AnalyzeLaunchVariance,Job_EvaluateOverhead,Job_MaxAbsoluteError,Job_MaxRelativeError,Job_MinInvokeCount,Job_MinIterationTime,Job_OutlierMode,Job_Affinity,Job_EnvironmentVariables,Job_Jit,Job_Platform,Job_PowerPlanMode,Job_Runtime,Job_AllowVeryLargeObjects,Job_Concurrent,Job_CpuGroups,Job_Force,Job_HeapAffinitizeMask,Job_HeapCount,Job_NoAffinitize,Job_RetainVm,Job_Server,Job_Arguments,Job_BuildConfiguration,Job_Clock,Job_EngineFactory,Job_NuGetReferences,Job_Toolchain,Job_IsMutator,Job_InvocationCount,Job_IterationCount,Job_IterationTime,Job_LaunchCount,Job_MaxIterationCount,Job_MaxWarmupIterationCount,Job_MemoryRandomization,Job_MinIterationCount,Job_MinWarmupIterationCount,Job_RunStrategy,Job_UnrollFactor,Job_WarmupCount,Job_Display,Params,Measurement_LaunchIndex,Measurement_IterationMode,Measurement_IterationStage,Measurement_IterationIndex,Measurement_Nanoseconds,Measurement_Operations,Measurement_Value
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Overhead,Warmup,2,42119514,8388608,5.02
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Overhead,Warmup,3,41392360,8388608,4.93
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Overhead,Warmup,4,42255760,8388608,5.04
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Overhead,Warmup,5,42218134,8388608,5.03
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Overhead,Warmup,6,42228067,8388608,5.03
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Overhead,Warmup,7,38576948,8388608,4.6
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Overhead,Actual,1,38792038,8388608,4.62
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Overhead,Actual,2,38739972,8388608,4.62
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Overhead,Actual,3,38693389,8388608,4.61
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Overhead,Actual,4,38490106,8388608,4.59
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Overhead,Actual,5,38757984,8388608,4.62
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Overhead,Actual,6,38449349,8388608,4.58
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Overhead,Actual,7,38812184,8388608,4.63
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Overhead,Actual,8,38600592,8388608,4.6
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Overhead,Actual,9,38753475,8388608,4.62
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Overhead,Actual,10,38665180,8388608,4.61
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Overhead,Actual,11,37937337,8388608,4.52
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Overhead,Actual,12,38761996,8388608,4.62
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Overhead,Actual,13,38715424,8388608,4.62
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Overhead,Actual,14,38963629,8388608,4.64
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Overhead,Actual,15,38490594,8388608,4.59
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Warmup,1,579892120,8388608,69.13
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Warmup,2,564181034,8388608,67.26
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Warmup,3,586591960,8388608,69.93
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Warmup,4,627535500,8388608,74.81
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Warmup,5,589249110,8388608,70.24
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Warmup,6,567220797,8388608,67.62
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Warmup,7,569034647,8388608,67.83
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Warmup,8,573457261,8388608,68.36
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Warmup,9,565544484,8388608,67.42
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Actual,1,570314660,8388608,67.99
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Actual,2,573628997,8388608,68.38
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Actual,3,572182023,8388608,68.21
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Actual,4,573201731,8388608,68.33
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Actual,5,547996938,8388608,65.33
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Actual,6,547088748,8388608,65.22
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Actual,7,558093947,8388608,66.53
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Actual,8,536164670,8388608,63.92
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Actual,9,538440960,8388608,64.19
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Actual,10,547316702,8388608,65.25
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Actual,11,553213892,8388608,65.95
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Actual,12,563234030,8388608,67.14
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Actual,13,582704139,8388608,69.46
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Actual,14,578861010,8388608,69.01
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Actual,15,572320192,8388608,68.23
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Actual,16,582726474,8388608,69.47
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Actual,17,579345193,8388608,69.06
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Actual,18,585579541,8388608,69.81
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Actual,19,567010037,8388608,67.59
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Actual,20,594290636,8388608,70.84
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Actual,21,564026381,8388608,67.24
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Actual,22,578655744,8388608,68.98
MapperBenchmark.PrjRecord,MapperBenchmarkAspNet,MapperBenchmark,PrjRecord,Job-IMSJKE,Default,Default,Default,Default,Default,Default,DontRemove,Default,Default,Default,Default,Default,.NET 6.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,"Job-IMSJKE(OutlierMode=DontRemove, Runtime=.NET 6.0)",,1,Workload,Actual,23,567615571,8388608,67.67
